Unique ID,Vulnerabilities
1948,"CVE-2016-4539, CVE-2018-10549, CVE-2018-10548, CVE-2012-4001, CVE-2016-3141, CVE-2018-10545, CVE-2015-7803, CVE-2018-10547, CVE-2018-10546, CVE-2015-8874, CVE-2017-7272, CVE-2017-9798, CVE-2014-0207, CVE-2015-0231, CVE-2015-0232, CVE-2015-3184, CVE-2015-3183, CVE-2015-0235, CVE-2021-32786, CVE-2016-3142, CVE-2021-32785, CVE-2022-28330, CVE-2024-3566, CVE-2018-5712, CVE-2021-32791, CVE-2021-32792, CVE-2015-8835, CVE-2016-7418, CVE-2017-11143, CVE-2016-7414, CVE-2024-38477, CVE-2024-38474, CVE-2016-7417, CVE-2024-38472, CVE-2016-7411, CVE-2016-7412, CVE-2016-7413, CVE-2009-0796, CVE-2016-8670, CVE-2015-8994, CVE-2018-5711, CVE-2015-4148, CVE-2016-5773, CVE-2016-5772, CVE-2016-5771, CVE-2016-5770, CVE-2020-1927, CVE-2015-8935, CVE-2018-20783, CVE-2015-4147, CVE-2015-1351, CVE-2015-2348, CVE-2015-4022, CVE-2017-3167, CVE-2016-0736, CVE-2015-8838, CVE-2016-4073, CVE-2016-4072, CVE-2016-4071, CVE-2016-4070, CVE-2016-2554, CVE-2021-44790, CVE-2018-14851, CVE-2014-3538, CVE-2016-7416, CVE-2015-4026, CVE-2015-3185, CVE-2016-4975, CVE-2020-13938, CVE-2017-8923, CVE-2013-6501, CVE-2020-35452, CVE-2022-22719, CVE-2016-9935, CVE-2022-26377, CVE-2016-9138, CVE-2016-5766, CVE-2022-31629, CVE-2016-5768, CVE-2016-5769, CVE-2016-9137, CVE-2015-8866, CVE-2020-1934, CVE-2015-2787, CVE-2021-34798, CVE-2016-10159, CVE-2015-6831, CVE-2015-6832, CVE-2015-6833, CVE-2015-6834, CVE-2015-6835, CVE-2015-6836, CVE-2013-4365, CVE-2015-6838, CVE-2014-0098, CVE-2016-7124, CVE-2018-19520, CVE-2016-9934, CVE-2016-7478, CVE-2017-7890, CVE-2017-11145, CVE-2017-11144, CVE-2017-11147, CVE-2015-3416, CVE-2019-0217, CVE-2024-24795, CVE-2014-3523, CVE-2018-17082, CVE-2013-5704, CVE-2019-9639, CVE-2019-9638, CVE-2019-17567, CVE-2022-31813, CVE-2013-2220, CVE-2013-7456, CVE-2019-9637, CVE-2016-3074, CVE-2012-4360, CVE-2018-14883, CVE-2015-3152, CVE-2017-12868, CVE-2015-4601, CVE-2015-4600, CVE-2015-4603, CVE-2015-4602, CVE-2015-4605, CVE-2015-4604, CVE-2016-5114, CVE-2015-4644, CVE-2014-3597, CVE-2014-3480, CVE-2014-1943, CVE-2014-4670, CVE-2014-9912, CVE-2014-0237, CVE-2016-5093, CVE-2015-8394, CVE-2016-5096, CVE-2014-9653, CVE-2014-0231, CVE-2024-39573, CVE-2016-4543, CVE-2021-26691, CVE-2016-4541, CVE-2016-4540, CVE-2014-0117, CVE-2014-3515, CVE-2016-4544, CVE-2016-5399, CVE-2019-9023, CVE-2019-9020, CVE-2019-9021, CVE-2019-9024, CVE-2021-44224, CVE-2015-2325, CVE-2014-2497, CVE-2021-39275, CVE-2016-6291, CVE-2016-6290, CVE-2016-6292, CVE-2016-6295, CVE-2016-6294, CVE-2016-6297, CVE-2016-6296, CVE-2014-0185, CVE-2014-3587, CVE-2014-3581, CVE-2023-38709, CVE-2024-38473, CVE-2022-29404, CVE-2015-8865, CVE-2018-1312, CVE-2015-8867, CVE-2016-3185, CVE-2016-10712, CVE-2014-9709, CVE-2006-20001, CVE-2015-5589, CVE-2007-3205, CVE-2015-0273, CVE-2018-7584, CVE-2016-10397, CVE-2015-8383, CVE-2014-3669, CVE-2022-31628, CVE-2015-8386, CVE-2015-8387, CVE-2016-10161, CVE-2015-8389, CVE-2016-5767, CVE-2016-4537, CVE-2022-22721, CVE-2022-22720, CVE-2019-10092, CVE-2014-9705, CVE-2017-7679, CVE-2017-15715, CVE-2015-3307, CVE-2015-2783, CVE-2019-10098, CVE-2017-9226, CVE-2016-1903, CVE-2017-9224, CVE-2015-4599, CVE-2021-40438, CVE-2015-3414, CVE-2011-1176, CVE-2017-11142, CVE-2014-3981, CVE-2016-7132, CVE-2018-17199, CVE-2016-6289, CVE-2019-6977, CVE-2017-15710, CVE-2014-3478, CVE-2015-8873, CVE-2018-1302, CVE-2018-1303, CVE-2015-8876, CVE-2022-36760, CVE-2015-5590, CVE-2023-25690, CVE-2014-9652, CVE-2015-8878, CVE-2015-8879, CVE-2015-4598, CVE-2020-11985, CVE-2015-4021, CVE-2015-8391, CVE-2015-2305, CVE-2015-4025, CVE-2015-4024, CVE-2015-2301, CVE-2014-9425, CVE-2014-9427, CVE-2014-9426, CVE-2016-10158, CVE-2015-3411, CVE-2014-3670, CVE-2016-5387, CVE-2021-26690, CVE-2015-1352, CVE-2019-9641, CVE-2016-8743, CVE-2016-4542, CVE-2018-19395, CVE-2016-5385, CVE-2018-15132, CVE-2013-7345, CVE-2014-0236, CVE-2016-7125, CVE-2014-0118, CVE-2016-7127, CVE-2013-2765, CVE-2016-4343, CVE-2017-7963, CVE-2015-6837, CVE-2016-7128, CVE-2016-7129, CVE-2024-25117, CVE-2016-5094, CVE-2014-3487, CVE-2017-11628, CVE-2014-2270, CVE-2017-12933, CVE-2023-31122, CVE-2018-19396, CVE-2013-6438, CVE-2014-4721, CVE-2012-3526, CVE-2014-5120, CVE-2015-2331, CVE-2014-0226, CVE-2014-8142, CVE-2016-8612, CVE-2016-4342, CVE-2024-40898, CVE-2009-2299, CVE-2019-0220, CVE-2016-4538, CVE-2022-23943, CVE-2016-6207, CVE-2016-7126, CVE-2016-5095, CVE-2014-4698, CVE-2015-3329, CVE-2020-11579, CVE-2014-0238, CVE-2015-8390, CVE-2022-4900, CVE-2024-38475, CVE-2022-37436, CVE-2016-6288, CVE-2016-7131, CVE-2017-16642, CVE-2016-5116, CVE-2016-7130, CVE-2014-9767, CVE-2007-4723, CVE-2017-9788, CVE-2014-3668, CVE-2014-8109, CVE-2014-4049, CVE-2015-3412, CVE-2014-3710, CVE-2015-4643, CVE-2015-4642, CVE-2015-4116, CVE-2015-3415, CVE-2015-2326, CVE-2011-2688, CVE-2016-2161, CVE-2015-0228, CVE-2013-0941, CVE-2013-0942, CVE-2016-9933, CVE-2015-7804, CVE-2018-1301, CVE-2014-5459, CVE-2022-30556, CVE-2018-1283, CVE-2015-3330, CVE-2015-8393, CVE-2024-38476, CVE-2014-3479, CVE-2015-9253, CVE-2022-28615, CVE-2022-28614, CVE-2015-8877"
1949,"CVE-2014-0117, CVE-2017-7679, CVE-2017-9798, CVE-2015-3185, CVE-2015-3184, CVE-2015-3183, CVE-2013-4365, CVE-2022-28330, CVE-2021-32791, CVE-2021-32792, CVE-2024-38476, CVE-2024-38477, CVE-2024-38474, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2009-0796, CVE-2014-0118, CVE-2022-31813, CVE-2020-1927, CVE-2011-2688, CVE-2017-3167, CVE-2023-38709, CVE-2021-32786, CVE-2021-32785, CVE-2007-4723, CVE-2021-44790, CVE-2016-4975, CVE-2020-13938, CVE-2020-35452, CVE-2022-22719, CVE-2020-1934, CVE-2021-34798, CVE-2019-0217, CVE-2024-24795, CVE-2014-3523, CVE-2013-5704, CVE-2019-17567, CVE-2013-6438, CVE-2012-4360, CVE-2014-0231, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2023-31122, CVE-2021-39275, CVE-2014-3581, CVE-2016-0736, CVE-2022-29404, CVE-2018-1312, CVE-2006-20001, CVE-2019-10092, CVE-2014-0226, CVE-2021-44224, CVE-2022-22721, CVE-2022-22720, CVE-2017-15710, CVE-2017-15715, CVE-2019-10098, CVE-2016-5387, CVE-2021-40438, CVE-2011-1176, CVE-2022-23943, CVE-2018-17199, CVE-2018-1301, CVE-2018-1302, CVE-2018-1303, CVE-2022-36760, CVE-2023-25690, CVE-2020-11985, CVE-2022-26377, CVE-2014-0098, CVE-2016-8743, CVE-2024-40898, CVE-2012-3526, CVE-2016-8612, CVE-2009-2299, CVE-2012-4001, CVE-2022-37436, CVE-2017-9788, CVE-2014-8109, CVE-2013-2765, CVE-2016-2161, CVE-2015-0228, CVE-2013-0941, CVE-2013-0942, CVE-2022-30556, CVE-2018-1283, CVE-2022-28615, CVE-2022-28614"
1950,"CVE-2024-38475, CVE-2023-25690, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2012-3526, CVE-2024-38476, CVE-2024-27316, CVE-2023-31122, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2022-28330, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2011-1176, CVE-2022-28614, CVE-2022-23943, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2007-4723, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2022-26377, CVE-2023-45802, CVE-2022-30556, CVE-2009-2299, CVE-2024-40898, CVE-2022-28615, CVE-2024-38474, CVE-2022-22719"
1951,"CVE-2024-38475, CVE-2023-25690, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2012-3526, CVE-2024-38476, CVE-2024-27316, CVE-2023-31122, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2022-28330, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2011-1176, CVE-2022-28614, CVE-2022-23943, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2007-4723, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2022-26377, CVE-2023-45802, CVE-2022-30556, CVE-2009-2299, CVE-2024-40898, CVE-2022-28615, CVE-2024-38474, CVE-2022-22719"
1952,"CVE-2023-51385, CVE-2016-20012, CVE-2021-36368, CVE-2025-26465, CVE-2025-32728, CVE-2020-14145, CVE-2023-51767, CVE-2020-15778, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2008-3844, CVE-2019-16905, CVE-2021-41617"
1953,"CVE-2024-24795, CVE-2025-1219, CVE-2024-4577, CVE-2013-4365, CVE-2022-28330, CVE-2024-3566, CVE-2021-32791, CVE-2021-32792, CVE-2024-8932, CVE-2024-38476, CVE-2024-38477, CVE-2023-31122, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2009-0796, CVE-2022-2068, CVE-2025-1861, CVE-2025-1734, CVE-2025-1736, CVE-2021-36160, CVE-2020-1927, CVE-2024-11236, CVE-2023-0286, CVE-2023-3817, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2007-4723, CVE-2021-44790, CVE-2024-8929, CVE-2020-13938, CVE-2019-9517, CVE-2023-0215, CVE-2024-2408, CVE-2020-35452, CVE-2022-22719, CVE-2020-1934, CVE-2022-36760, CVE-2022-4304, CVE-2023-2650, CVE-2019-0217, CVE-2019-0197, CVE-2019-0196, CVE-2019-0190, CVE-2021-33193, CVE-2019-0211, CVE-2019-17567, CVE-2022-31813, CVE-2013-2220, CVE-2012-4360, CVE-2023-4807, CVE-2009-3767, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2024-27316, CVE-2022-30556, CVE-2021-39275, CVE-2018-17189, CVE-2023-38709, CVE-2022-29404, CVE-2022-22720, CVE-2007-3205, CVE-2020-11993, CVE-2019-10092, CVE-2024-0727, CVE-2009-3766, CVE-2021-44224, CVE-2009-3765, CVE-2022-22721, CVE-2006-20001, CVE-2021-3711, CVE-2021-3712, CVE-2023-0464, CVE-2019-0215, CVE-2023-0466, CVE-2019-10098, CVE-2019-10097, CVE-2021-40438, CVE-2011-1176, CVE-2022-23943, CVE-2018-17199, CVE-2021-34798, CVE-2023-25690, CVE-2025-1217, CVE-2020-11984, CVE-2021-4160, CVE-2022-26377, CVE-2019-10081, CVE-2019-10082, CVE-2023-0465, CVE-2024-40898, CVE-2024-5585, CVE-2024-38474, CVE-2022-0778, CVE-2022-2097, CVE-2023-27522, CVE-2009-1390, CVE-2012-3526, CVE-2024-5458, CVE-2023-5678, CVE-2009-2299, CVE-2022-1292, CVE-2024-11233, CVE-2024-11234, CVE-2012-4001, CVE-2022-37436, CVE-2022-4450, CVE-2013-2765, CVE-2011-2688, CVE-2013-0941, CVE-2013-0942, CVE-2023-45802, CVE-2022-28615, CVE-2022-28614"
1954,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1955,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
1956,"CVE-2023-51385, CVE-2016-20012, CVE-2021-36368, CVE-2025-26465, CVE-2025-32728, CVE-2020-14145, CVE-2023-51767, CVE-2020-15778, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2008-3844, CVE-2019-16905, CVE-2021-41617"
1957,"CVE-2023-51385, CVE-2016-20012, CVE-2018-15919, CVE-2017-15906, CVE-2021-36368, CVE-2025-26465, CVE-2023-51767, CVE-2018-20685, CVE-2018-15473, CVE-2020-14145, CVE-2020-15778, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2008-3844, CVE-2019-6111, CVE-2019-6110, CVE-2021-41617, CVE-2025-32728, CVE-2019-6109"
1958,"CVE-2011-4969, CVE-2019-11358, CVE-2020-7656, CVE-2015-9251, CVE-2012-6708, CVE-2020-11022, CVE-2020-11023"
1959,"CVE-2024-24795, CVE-2023-2650, CVE-2013-4365, CVE-2019-11045, CVE-2022-28330, CVE-2024-3566, CVE-2021-32791, CVE-2021-32792, CVE-2020-7070, CVE-2024-38476, CVE-2024-38477, CVE-2023-31122, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2009-0796, CVE-2024-0727, CVE-2021-36160, CVE-2020-7061, CVE-2020-1927, CVE-2023-0286, CVE-2023-3817, CVE-2019-11046, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2007-4723, CVE-2020-7060, CVE-2021-44790, CVE-2020-7062, CVE-2020-7063, CVE-2020-7064, CVE-2020-7066, CVE-2020-7067, CVE-2020-7068, CVE-2020-7069, CVE-2020-13938, CVE-2017-8923, CVE-2023-0215, CVE-2019-10097, CVE-2020-35452, CVE-2022-22719, CVE-2022-31628, CVE-2022-31629, CVE-2020-1934, CVE-2022-36760, CVE-2022-4304, CVE-2019-9517, CVE-2019-0217, CVE-2019-0197, CVE-2019-0196, CVE-2019-0190, CVE-2021-33193, CVE-2019-0211, CVE-2019-17567, CVE-2022-31813, CVE-2013-2220, CVE-2012-4360, CVE-2023-4807, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2009-3767, CVE-2024-38474, CVE-2021-39275, CVE-2024-27316, CVE-2018-17189, CVE-2023-38709, CVE-2022-29404, CVE-2022-37454, CVE-2007-3205, CVE-2020-11993, CVE-2019-10092, CVE-2022-2068, CVE-2009-3766, CVE-2021-44224, CVE-2009-3765, CVE-2022-22721, CVE-2006-20001, CVE-2021-3711, CVE-2021-3712, CVE-2023-0464, CVE-2019-0215, CVE-2023-0466, CVE-2019-10098, CVE-2023-0465, CVE-2021-40438, CVE-2011-1176, CVE-2022-23943, CVE-2018-17199, CVE-2022-22720, CVE-2021-34798, CVE-2023-25690, CVE-2020-11984, CVE-2021-4160, CVE-2022-26377, CVE-2019-10081, CVE-2019-10082, CVE-2024-40898, CVE-2022-0778, CVE-2024-25117, CVE-2022-2097, CVE-2023-27522, CVE-2009-1390, CVE-2012-3526, CVE-2020-7059, CVE-2023-5678, CVE-2009-2299, CVE-2022-1292, CVE-2019-11048, CVE-2012-4001, CVE-2022-4900, CVE-2019-11047, CVE-2019-11044, CVE-2022-37436, CVE-2022-28614, CVE-2022-4450, CVE-2013-2765, CVE-2011-2688, CVE-2013-0941, CVE-2013-0942, CVE-2023-45802, CVE-2022-30556, CVE-2022-28615, CVE-2019-11050"
1960,"CVE-2023-51385, CVE-2016-20012, CVE-2021-36368, CVE-2025-26465, CVE-2025-32728, CVE-2020-14145, CVE-2023-51767, CVE-2020-15778, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2008-3844, CVE-2019-16905, CVE-2021-41617"
1961,"CVE-2024-24795, CVE-2023-2650, CVE-2013-4365, CVE-2019-11045, CVE-2022-28330, CVE-2024-3566, CVE-2021-32791, CVE-2021-32792, CVE-2020-7070, CVE-2024-38476, CVE-2024-38477, CVE-2023-31122, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2009-0796, CVE-2024-0727, CVE-2021-36160, CVE-2020-7061, CVE-2020-1927, CVE-2023-0286, CVE-2023-3817, CVE-2019-11046, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2007-4723, CVE-2020-7060, CVE-2021-44790, CVE-2020-7062, CVE-2020-7063, CVE-2020-7064, CVE-2020-7066, CVE-2020-7067, CVE-2020-7068, CVE-2020-7069, CVE-2020-13938, CVE-2017-8923, CVE-2023-0215, CVE-2019-10097, CVE-2020-35452, CVE-2022-22719, CVE-2022-31628, CVE-2022-31629, CVE-2020-1934, CVE-2022-36760, CVE-2022-4304, CVE-2019-9517, CVE-2019-0217, CVE-2019-0197, CVE-2019-0196, CVE-2019-0190, CVE-2021-33193, CVE-2019-0211, CVE-2019-17567, CVE-2022-31813, CVE-2013-2220, CVE-2012-4360, CVE-2023-4807, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2009-3767, CVE-2024-38474, CVE-2021-39275, CVE-2024-27316, CVE-2018-17189, CVE-2023-38709, CVE-2022-29404, CVE-2022-37454, CVE-2007-3205, CVE-2020-11993, CVE-2019-10092, CVE-2022-2068, CVE-2009-3766, CVE-2021-44224, CVE-2009-3765, CVE-2022-22721, CVE-2006-20001, CVE-2021-3711, CVE-2021-3712, CVE-2023-0464, CVE-2019-0215, CVE-2023-0466, CVE-2019-10098, CVE-2023-0465, CVE-2021-40438, CVE-2011-1176, CVE-2022-23943, CVE-2018-17199, CVE-2022-22720, CVE-2021-34798, CVE-2023-25690, CVE-2020-11984, CVE-2021-4160, CVE-2022-26377, CVE-2019-10081, CVE-2019-10082, CVE-2024-40898, CVE-2022-0778, CVE-2024-25117, CVE-2022-2097, CVE-2023-27522, CVE-2009-1390, CVE-2012-3526, CVE-2020-7059, CVE-2023-5678, CVE-2009-2299, CVE-2022-1292, CVE-2019-11048, CVE-2012-4001, CVE-2022-4900, CVE-2019-11047, CVE-2019-11044, CVE-2022-37436, CVE-2022-28614, CVE-2022-4450, CVE-2013-2765, CVE-2011-2688, CVE-2013-0941, CVE-2013-0942, CVE-2023-45802, CVE-2022-30556, CVE-2022-28615, CVE-2019-11050"
1962,"CVE-2024-38475, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2021-30641, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2021-44790, CVE-2019-17567, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2022-26377, CVE-2007-4723, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2009-2299, CVE-2020-13950, CVE-2022-30556, CVE-2024-40898, CVE-2021-39275, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
